area,price,state,city,district,link
1102,6500,Harjumaa, Rae vald, Jüri,https://www.kv.ee/uurile-anda-aripinnad-uues-ehitatavas-hoones-juri-3197638.html?nr=1657&search_key=929e5c54ff15f75d7eb0bdb0cfc3bd0b
490,1960,Tartumaa, Tartu, Tartu linn,https://www.kv.ee/anda-uurile-heas-korras-soojustatud-laohoone-ravil-2862588.html?nr=1658&search_key=929e5c54ff15f75d7eb0bdb0cfc3bd0b
4391,14271,Harjumaa, Maardu, Iru,https://www.kv.ee/anname-uurile-lao-ja-tootmishoone-sahaloo-tee-9-ma-3137454.html?nr=1659&search_key=929e5c54ff15f75d7eb0bdb0cfc3bd0b
99,917,Harjumaa, Rae vald, Peetri,https://www.kv.ee/uurile-anda-2019-detsembris-moigu-tehnopargis-valm-3182393.html?nr=1660&search_key=929e5c54ff15f75d7eb0bdb0cfc3bd0b
283,4528,Harjumaa, Tallinn, Kesklinn,https://www.kv.ee/uurile-anda-suureparaseid-vaateid-pakkuv-avar-buro-3081403.html?nr=1661&search_key=929e5c54ff15f75d7eb0bdb0cfc3bd0b
635,2797,Harjumaa, Tallinn, Nõmme,https://www.kv.ee/liivalao-11-endine-aadress-kalmistu-tee-26-asuvas-3197633.html?nr=1662&search_key=929e5c54ff15f75d7eb0bdb0cfc3bd0b
200,501,Tartumaa, Tartu, Tartu linn,https://www.kv.ee/ravila-51-lao-ja-tootmishoone-paikneb-tallinntartu-3197424.html?nr=1663&search_key=929e5c54ff15f75d7eb0bdb0cfc3bd0b
58,407,Harjumaa, Tallinn, Nõmme,https://www.kv.ee/pakkuda-uurile-kaasaegses-arihoones-heas-seisukorr-3172426.html?nr=1664&search_key=929e5c54ff15f75d7eb0bdb0cfc3bd0b
28,80,Jõgevamaa, Põltsamaa vald, Põltsamaa linn,https://www.kv.ee/poltsamaa-kesklinnas-asuva-kaubanduskeskuse-i-korr-2913546.html?nr=1665&search_key=929e5c54ff15f75d7eb0bdb0cfc3bd0b
544,2557,Harjumaa, Tallinn, Haabersti,https://www.kv.ee/harkujarvel-pakkuda-kohe-valmiv-laoja-tootmispind-3201736.html?nr=1666&search_key=929e5c54ff15f75d7eb0bdb0cfc3bd0b
151,756,Harjumaa, Tallinn, Põhja-Tallinn,https://www.kv.ee/pohja-tallinnas-hundipea-sadama-lahedal-lume-tnl-u-2987527.html?nr=1667&search_key=929e5c54ff15f75d7eb0bdb0cfc3bd0b
1600,7840,Harjumaa, Jõelähtme vald, Loo alevik,https://www.kv.ee/anname-uurile-tootmisruumid-uuemas-tootmiskompleks-3185129.html?nr=1668&search_key=929e5c54ff15f75d7eb0bdb0cfc3bd0b
140,840,Harjumaa, Tallinn, Kesklinn,https://www.kv.ee/hoiu-voi-arhiiviruum-tasuta-parkimine-vahendustasu-3071755.html?nr=1669&search_key=929e5c54ff15f75d7eb0bdb0cfc3bd0b
15,135,Harjumaa, Tallinn, Põhja-Tallinn,https://www.kv.ee/anda-uurile-korralik-buroo-korvalkulud-sisalduvad-3152065.html?nr=1670&search_key=929e5c54ff15f75d7eb0bdb0cfc3bd0b
107,750,Ida-Virumaa, Jõhvi vald, Jõhvi linn,https://www.kv.ee/johvi-varskeimas-buroo-ja-teenindusmajas-pakkuda-b-3200053.html?nr=1671&search_key=929e5c54ff15f75d7eb0bdb0cfc3bd0b
354,3540,Viljandimaa, Viljandi,,https://www.kv.ee/uurile-anda-endised-tootukassa-ruumid-mis-vabaneva-3095680.html?nr=1672&search_key=929e5c54ff15f75d7eb0bdb0cfc3bd0b
105,790,Harjumaa, Tallinn, Põhja-Tallinn,https://www.kv.ee/antakse-rendile-aripind-pohjatallinnas-vaiksel-ja-3154662.html?nr=1673&search_key=929e5c54ff15f75d7eb0bdb0cfc3bd0b
60,480,Harjumaa, Tallinn, Kesklinn,https://www.kv.ee/uurile-on-pakkuda-kolm-tuba-millest-kaks-on-omavah-3198824.html?nr=1674&search_key=929e5c54ff15f75d7eb0bdb0cfc3bd0b
160,722,Harjumaa, Tallinn, Lasnamäe,https://www.kv.ee/anda-uurile-peterburi-tee-alguses-korralik-ja-avat-3197011.html?nr=1675&search_key=929e5c54ff15f75d7eb0bdb0cfc3bd0b
176,1584,Harjumaa, Tallinn, Kristiine,https://www.kv.ee/uurile-anda-176-m2-suurune-buroo-pind-sopruse-pst-3108578.html?nr=1676&search_key=929e5c54ff15f75d7eb0bdb0cfc3bd0b
35,125,Tartumaa, Tartu, Tartu linn,https://www.kv.ee/uurile-anda-ropka-toostusrajoonis-paiknevas-uuemas-3156271.html?nr=1677&search_key=929e5c54ff15f75d7eb0bdb0cfc3bd0b
91,750,Harjumaa, Tallinn, Kesklinn,https://www.kv.ee/antakse-uurile-stiilselt-renoveeritud-burooruumid-3185703.html?nr=1678&search_key=929e5c54ff15f75d7eb0bdb0cfc3bd0b
26,249,Harjumaa, Rae vald, Peetri,https://www.kv.ee/uurile-anda-2019-detsembris-moigu-tehnopargis-valm-3143631.html?nr=1679&search_key=929e5c54ff15f75d7eb0bdb0cfc3bd0b
162,462,Tartumaa, Tartu, Tartu linn,https://www.kv.ee/uurile-anda-ropka-linnaosas-ladutootmishoone-esime-3191054.html?nr=1680&search_key=929e5c54ff15f75d7eb0bdb0cfc3bd0b
239,2868,Harjumaa, Tallinn, Mustamäe,https://www.kv.ee/uurile-anda-6l-korrusel-buroopind-suurusega-239-m2-3166066.html?nr=1681&search_key=929e5c54ff15f75d7eb0bdb0cfc3bd0b
343,2500,Tartumaa, Tartu, Tartu linn,https://www.kv.ee/uurile-anda-kontori-ja-teeninduspinnaga-tootmishoo-2932596.html?nr=1682&search_key=929e5c54ff15f75d7eb0bdb0cfc3bd0b
32,208,Tartumaa, Tartu, Tartu linn,https://www.kv.ee/uurile-anda-vaga-hea-asukoha-ja-juurdepaasuga-buro-3183188.html?nr=1683&search_key=929e5c54ff15f75d7eb0bdb0cfc3bd0b
65,390,Harjumaa, Tallinn, Põhja-Tallinn,https://www.kv.ee/uurile-anda-aripinnad-mis-sobib-ideaalselt-teenind-3177414.html?nr=1684&search_key=929e5c54ff15f75d7eb0bdb0cfc3bd0b
353,2795,Harjumaa, Tallinn, Kristiine,https://www.kv.ee/anname-uurile-vitriinakendega-353-8-m-aripinna-m55-3177673.html?nr=1685&search_key=929e5c54ff15f75d7eb0bdb0cfc3bd0b
75,868,Harjumaa, Tallinn, Vanalinn,https://www.kv.ee/aripind-saarineni-majas-anda-uurile-75-5-m2-suurun-3107865.html?nr=1686&search_key=929e5c54ff15f75d7eb0bdb0cfc3bd0b
60,210,Pärnumaa, Pärnu, Pärnu linn,https://www.kv.ee/hea-asukohaga-buroo-voi-teeninduspinnad-uues-ariho-2930656.html?nr=1687&search_key=929e5c54ff15f75d7eb0bdb0cfc3bd0b
300,2400,Tartumaa, Tartu, Tartu linn,https://www.kv.ee/uurile-anda-kaubandus-ja-teeninduspind-karlova-ja-3173436.html?nr=1688&search_key=929e5c54ff15f75d7eb0bdb0cfc3bd0b
215,1325,Harjumaa, Rae vald, Peetri,https://www.kv.ee/anname-uurile-burooteenindusruumid-peetris-tallinn-3160144.html?nr=1689&search_key=929e5c54ff15f75d7eb0bdb0cfc3bd0b
105,1052,Harjumaa, Tallinn, Kristiine,https://www.kv.ee/tallinnas-kristiine-linnaosas-aadressil-artelli-19-3169478.html?nr=1690&search_key=929e5c54ff15f75d7eb0bdb0cfc3bd0b
67,436,Tartumaa, Tartu, Tartu linn,https://www.kv.ee/uurile-anda-aripind-tartu-kesklinnas-aleksandri-ta-2967144.html?nr=1691&search_key=929e5c54ff15f75d7eb0bdb0cfc3bd0b
18,63,Harjumaa, Tallinn, Nõmme,https://www.kv.ee/uurile-anda-kontoripinnad-nommel-hoone-asub-heas-a-2994537.html?nr=1692&search_key=929e5c54ff15f75d7eb0bdb0cfc3bd0b
94,940,Harjumaa, Tallinn, Mustamäe,https://www.kv.ee/uurile-anda-94-m-suurune-buroopind-vaga-hea-asukoh-3168402.html?nr=1693&search_key=929e5c54ff15f75d7eb0bdb0cfc3bd0b
55,950,Harjumaa, Tallinn, Põhja-Tallinn,https://www.kv.ee/uurile-anda-varsti-valmiv-buroopindsissepaas-otse-3154445.html?nr=1694&search_key=929e5c54ff15f75d7eb0bdb0cfc3bd0b
,1,Lääne-Virumaa, Rakvere,,https://www.kv.ee/rentida-vaba-buroopinda-arihoone-ii-korrusel-suuru-2913889.html?nr=1695&search_key=929e5c54ff15f75d7eb0bdb0cfc3bd0b
87,698,Harjumaa, Tallinn, Lasnamäe,https://www.kv.ee/anname-uurile-rimi-hupermarketis-kaubandusteenindu-3084286.html?nr=1696&search_key=929e5c54ff15f75d7eb0bdb0cfc3bd0b
800,2400,Lääne-Virumaa, Vinni vald, Vinni,https://www.kv.ee/rendile-anda-tootmis-ja-laopind-tootmisruumi-juurd-3057608.html?nr=1697&search_key=929e5c54ff15f75d7eb0bdb0cfc3bd0b
47,476,Harjumaa, Tallinn, Lasnamäe,https://www.kv.ee/anname-uurile-laoruumi-i-korrusel-ulemiste-arihoon-3192493.html?nr=1698&search_key=929e5c54ff15f75d7eb0bdb0cfc3bd0b
254,1423,Harjumaa, Tallinn, Kesklinn,https://www.kv.ee/anname-uurile-renoveeritud-buroopinna-koos-laopinn-3198590.html?nr=1699&search_key=929e5c54ff15f75d7eb0bdb0cfc3bd0b
97,1273,Harjumaa, Tallinn, Kesklinn,https://www.kv.ee/anname-uurile-tanavatasandil-paikneva-97-9-m-aripi-3165400.html?nr=1700&search_key=929e5c54ff15f75d7eb0bdb0cfc3bd0b
51,430,Tartumaa, Tartu, Tartu linn,https://www.kv.ee/turu-tanava-aares-asuvas-turu-34b-arimajas-uurile-3199279.html?nr=1701&search_key=990b4946b8ce620c84be3f39b36e998f
450,900,Tartumaa, Tartu, Tartu linn,https://www.kv.ee/uurile-anda-laohoone-tallinntartu-mnt-aares-kinnis-3075635.html?nr=1702&search_key=990b4946b8ce620c84be3f39b36e998f
18,120,Ida-Virumaa, Narva,,https://www.kv.ee/p-kerese-tn-5227anda-uurile-kaasaegsed-burooteenin-3145702.html?nr=1703&search_key=990b4946b8ce620c84be3f39b36e998f
232,2088,Harjumaa, Tallinn, Kesklinn,https://www.kv.ee/uurile-anda-buroo-esinduslikus-hoones-parnu-mnt-ja-3197629.html?nr=1704&search_key=990b4946b8ce620c84be3f39b36e998f
44,267,Harjumaa, Tallinn, Mustamäe,https://www.kv.ee/uurile-anda-buroo-koosneb-kahest-toas-uldpinnaga-4-3177315.html?nr=1705&search_key=990b4946b8ce620c84be3f39b36e998f
182,2448,Harjumaa, Tallinn, Mustamäe,https://www.kv.ee/alates-2019-aasta-detsembrist-anda-uurile-182-m-su-3194905.html?nr=1706&search_key=990b4946b8ce620c84be3f39b36e998f
109,750,Harjumaa, Rae vald, Peetri,https://www.kv.ee/moigu-maja-arihoone-1-korrusel-buroopind-109-m2-ko-3138259.html?nr=1707&search_key=990b4946b8ce620c84be3f39b36e998f
,2600,Tartumaa, Tartu, Tartu linn,https://www.kv.ee/uus-keskkonnasobralik-buroohoone-emajoe-aares-pari-3185508.html?nr=1708&search_key=990b4946b8ce620c84be3f39b36e998f
65,228,Pärnumaa, Pärnu, Pärnu linn,https://www.kv.ee/uurile-anda-aripind-parnus-valjakujunenud-papiniid-3127170.html?nr=1709&search_key=990b4946b8ce620c84be3f39b36e998f
353,2795,Harjumaa, Tallinn, Kristiine,https://www.kv.ee/mustamae-tee-aares-asuva-arihoone-1-korrusel-uuril-3171671.html?nr=1710&search_key=990b4946b8ce620c84be3f39b36e998f
200,1400,Harjumaa, Tallinn, Mustamäe,https://www.kv.ee/uurile-anda-kaubanduspind-decora-kaupluses-mustama-3197843.html?nr=1711&search_key=990b4946b8ce620c84be3f39b36e998f
22,200,Harjumaa, Tallinn, Lasnamäe,https://www.kv.ee/uurile-anda-logistiliselt-vaga-heas-kohas-buroo-pi-3139611.html?nr=1712&search_key=990b4946b8ce620c84be3f39b36e998f
735,2573,Tartumaa, Tartu, Tartu linn,https://www.kv.ee/uurile-anda-teenindustoomispind-puiestee-tanaval-p-3175568.html?nr=1713&search_key=990b4946b8ce620c84be3f39b36e998f
967,4838,Tartumaa, Tartu vald, Vahi alevik,https://www.kv.ee/uurile-anda-kaasaaegne-lao-ja-toostushoone-vahi-to-3183001.html?nr=1714&search_key=990b4946b8ce620c84be3f39b36e998f
1850,6012,Harjumaa, Maardu, Iru,https://www.kv.ee/anname-uurile-lao-ja-tootmispinna-sahaloo-tee-9-ma-3137458.html?nr=1715&search_key=990b4946b8ce620c84be3f39b36e998f
1370,6850,Harjumaa, Rae vald, Peetri,https://www.kv.ee/uurile-on-anda-rae-vallas-peetri-kulas-asuv-kontor-3199679.html?nr=1716&search_key=990b4946b8ce620c84be3f39b36e998f
7000,31500,Harjumaa, Rae vald, Lehmja,https://www.kv.ee/uurile-anda-aklassi-lao-ja-tootmispinnad-aadressig-3192474.html?nr=1717&search_key=990b4946b8ce620c84be3f39b36e998f
115,1270,Harjumaa, Tallinn, Haabersti,https://www.kv.ee/m16-arimaja-on-valmivas-etapis-kaasaegse-arhitektu-3201135.html?nr=1718&search_key=990b4946b8ce620c84be3f39b36e998f
745,6705,Harjumaa, Tallinn, Kesklinn,https://www.kv.ee/uurile-anda-suureparase-asukoha-buroopind-sudalinn-3124325.html?nr=1719&search_key=990b4946b8ce620c84be3f39b36e998f
11,132,Läänemaa, Haapsalu, Haapsalu linn,https://www.kv.ee/haapsalu-sudalinnas-uurile-anda-hea-asukohaga-kaub-3151310.html?nr=1720&search_key=990b4946b8ce620c84be3f39b36e998f
84,675,Harjumaa, Tallinn, Kesklinn,https://www.kv.ee/anname-uurile-buroopinna-tatari-64-v-korrusel-84-4-3174629.html?nr=1721&search_key=990b4946b8ce620c84be3f39b36e998f
100,450,Harjumaa, Maardu,,https://www.kv.ee/rendile-anda-kaasaegsed-burooruumid-muugal-vananar-3191129.html?nr=1722&search_key=990b4946b8ce620c84be3f39b36e998f
85,2565,Harjumaa, Tallinn, Põhja-Tallinn,https://www.kv.ee/uurile-anda-kaasaegses-stroomi-kaubanduskeskuses-1-3187324.html?nr=1723&search_key=990b4946b8ce620c84be3f39b36e998f
1200,8400,Harjumaa, Tallinn, Lasnamäe,https://www.kv.ee/anda-uurile-ainulaadne-urituste-ja-toitlustuste-sa-2990405.html?nr=1724&search_key=990b4946b8ce620c84be3f39b36e998f
18,90,Valgamaa, Valga vald, Valga linn,https://www.kv.ee/valga-linnas-heas-piirkonnas-anda-uurile-korralik-3171653.html?nr=1725&search_key=990b4946b8ce620c84be3f39b36e998f
600,9900,Harjumaa, Tallinn, Kesklinn,https://www.kv.ee/www-portofranco-ee-porto-franco-on-multifunktsiona-2911831.html?nr=1726&search_key=990b4946b8ce620c84be3f39b36e998f
1008,2779,Harjumaa, Kose vald, Kose-Uuemõisa,https://www.kv.ee/asub-koseuuemoisa-keskuses-tallinna-piirist-35-km-3201740.html?nr=1727&search_key=990b4946b8ce620c84be3f39b36e998f
156,1300,Tartumaa, Tartu, Kesklinn,https://www.kv.ee/ajaloolises-renoveeritud-liftiga-arihoones-on-pakk-3193790.html?nr=1728&search_key=990b4946b8ce620c84be3f39b36e998f
103,618,Harjumaa, Tallinn, Lasnamäe,https://www.kv.ee/uurile-anda-laoruumid-peterburi-maanteel-hoones-on-3151157.html?nr=1729&search_key=990b4946b8ce620c84be3f39b36e998f
400,2200,Saaremaa, Saaremaa vald, Kuressaare linn,https://www.kv.ee/kuressaare-linna-piirile-hea-ligipaasetavusega-kui-3179760.html?nr=1730&search_key=990b4946b8ce620c84be3f39b36e998f
361,1085,Pärnumaa, Pärnu, Pärnu linn,https://www.kv.ee/skano-majas-endises-viisnurga-majas-anda-pikaajali-3182473.html?nr=1731&search_key=990b4946b8ce620c84be3f39b36e998f
56,360,Tartumaa, Tartu, Tartu linn,https://www.kv.ee/kaasaegsed-ruumid-voru-tn-lopus-mille-kuumakse-sis-3193887.html?nr=1732&search_key=990b4946b8ce620c84be3f39b36e998f
235,1151,Harjumaa, Tallinn, Kristiine,https://www.kv.ee/pakkuda-uurile-buroopind-heas-seisukorras-arihoone-3175507.html?nr=1733&search_key=990b4946b8ce620c84be3f39b36e998f
51,410,Tartumaa, Tartu, Tartu linn,https://www.kv.ee/buroo-vabaneb-1-marts-2020a-asukohtuurile-anda-tih-3199087.html?nr=1734&search_key=990b4946b8ce620c84be3f39b36e998f
600,4740,Harjumaa, Tallinn, Kesklinn,https://www.kv.ee/uurile-anda-ilusa-sisekujundusega-hubane-buroo-jar-2980292.html?nr=1735&search_key=990b4946b8ce620c84be3f39b36e998f
129,3238,Harjumaa, Tallinn, Põhja-Tallinn,https://www.kv.ee/burooteeninduspind-noblessneri-sadamalinnakushoone-3194512.html?nr=1736&search_key=990b4946b8ce620c84be3f39b36e998f
166,3334,Harjumaa, Tallinn, Põhja-Tallinn,https://www.kv.ee/anname-uurile-restoranipinna-kalamajas-vanakalamaj-3092157.html?nr=1737&search_key=990b4946b8ce620c84be3f39b36e998f
180,1983,Harjumaa, Tallinn, Kesklinn,https://www.kv.ee/uurile-anda-esinduslik-buroopind-kauni-linnavaateg-2499226.html?nr=1738&search_key=990b4946b8ce620c84be3f39b36e998f
423,2919,Harjumaa, Tallinn, Lasnamäe,https://www.kv.ee/uurile-anda-vaga-korralik-ning-hea-nahtavusega-ari-3188932.html?nr=1739&search_key=990b4946b8ce620c84be3f39b36e998f
305,1190,Harjumaa, Rae vald, Järveküla,https://www.kv.ee/harjumaa-rae-vald-jarvekula-vanatartu-mnt-18-kogup-3172757.html?nr=1740&search_key=990b4946b8ce620c84be3f39b36e998f
15,150,Harjumaa, Tallinn, Kesklinn,https://www.kv.ee/sooduspakkumine-esimesed-6-kuud-peale-mida-lisandu-3189076.html?nr=1741&search_key=990b4946b8ce620c84be3f39b36e998f
35,400,Harjumaa, Tallinn, Vanalinn,https://www.kv.ee/uurile-anda-buroopind-suurkarja-13-hoone-2-korruse-3196550.html?nr=1742&search_key=990b4946b8ce620c84be3f39b36e998f
193,880,Harjumaa, Keila,,https://www.kv.ee/uurile-anda-aripind-mis-sobib-nii-vaiketootmiseks-2656882.html?nr=1743&search_key=990b4946b8ce620c84be3f39b36e998f
40,270,Ida-Virumaa, Narva,,https://www.kv.ee/anname-uurile-aripind-narva-kesklinnas-suletud-net-3184690.html?nr=1744&search_key=990b4946b8ce620c84be3f39b36e998f
72,288,Harjumaa, Tallinn, Põhja-Tallinn,https://www.kv.ee/uurilea-anda-erinevad-laoruumid-paljassaare-poik-4-3198390.html?nr=1745&search_key=990b4946b8ce620c84be3f39b36e998f
1694,9318,Harjumaa, Rae vald, Veneküla,https://www.kv.ee/ruumiplaneeringud-vastavalt-sinu-soovidele-ringtee-3170561.html?nr=1746&search_key=990b4946b8ce620c84be3f39b36e998f
15,150,Harjumaa, Tallinn, Nõmme,https://www.kv.ee/manta-maja-ainus-piirkonna-buroohotell-hammerhub-a-3079627.html?nr=1747&search_key=990b4946b8ce620c84be3f39b36e998f
249,3237,Harjumaa, Tallinn, Kristiine,https://www.kv.ee/anname-uurile-kaubanduspinna-sopruse-pst-31-hoone-3179352.html?nr=1748&search_key=990b4946b8ce620c84be3f39b36e998f
117,820,Harjumaa, Tallinn, Lasnamäe,https://www.kv.ee/uurile-anda-buroopind-peterburi-tee-aares-voimalik-3186730.html?nr=1749&search_key=990b4946b8ce620c84be3f39b36e998f
500,2375,Harjumaa, Jõelähtme vald, Liivamäe,https://www.kv.ee/uurile-anda-tootmispindlaopind-mis-asub-loo-alevik-3015156.html?nr=1750&search_key=990b4946b8ce620c84be3f39b36e998f
400,1600,Harjumaa, Tallinn, Lasnamäe,https://www.kv.ee/anda-rendile-koetav-treeningsaal-kvaliteetse-laudp-3185581.html?nr=1751&search_key=990b4946b8ce620c84be3f39b36e998f
370,1665,Harjumaa, Tallinn, Lasnamäe,https://www.kv.ee/uurile-anda-valguskullane-aripind-suursojamae-tana-3117531.html?nr=1752&search_key=990b4946b8ce620c84be3f39b36e998f
377,3204,Harjumaa, Tallinn, Kesklinn,https://www.kv.ee/uurile-anda-burooruumid-parnu-mnt-139e2-arihoones-3176938.html?nr=1753&search_key=990b4946b8ce620c84be3f39b36e998f
85,510,Harjumaa, Tallinn, Põhja-Tallinn,https://www.kv.ee/pohjatallinnas-lume-tnl-uurile-anda-buroopind-85-m-3159627.html?nr=1754&search_key=990b4946b8ce620c84be3f39b36e998f
195,1661,Harjumaa, Tallinn, Kesklinn,https://www.kv.ee/anname-uurile-buroopinna-siduri-tanav-3-veerenni-k-3196846.html?nr=1755&search_key=990b4946b8ce620c84be3f39b36e998f
40,340,Tartumaa, Tartu, Tartu linn,https://www.kv.ee/turu-tanava-aares-asuvas-turu-34b-arimajas-uurile-3193778.html?nr=1756&search_key=990b4946b8ce620c84be3f39b36e998f
11,83,Harjumaa, Tallinn, Kesklinn,https://www.kv.ee/uurile-anda-vaike-aripind-saku-15-arihoone-ii-korr-3198221.html?nr=1757&search_key=990b4946b8ce620c84be3f39b36e998f
95,665,Harjumaa, Tallinn, Kesklinn,https://www.kv.ee/majakahekorruseline-kaasaegne-arihoone-buroohoone-3036513.html?nr=1758&search_key=990b4946b8ce620c84be3f39b36e998f
215,3000,Harjumaa, Tallinn, Kesklinn,https://www.kv.ee/anda-uurile-esimese-korruse-aripind-vaga-atraktiiv-3196758.html?nr=1759&search_key=990b4946b8ce620c84be3f39b36e998f
28,250,Tartumaa, Tartu, Tartu linn,https://www.kv.ee/heas-korras-korralik-buroopind-tootajate-mugavusi-3149910.html?nr=1760&search_key=990b4946b8ce620c84be3f39b36e998f
,150,Tartumaa, Tartu, Tartu linn,https://www.kv.ee/tartu-kesklinnas-anda-uurile-heas-korras-avarad-ja-2242098.html?nr=1761&search_key=990b4946b8ce620c84be3f39b36e998f
55,781,Harjumaa, Tallinn, Mustamäe,https://www.kv.ee/anname-uurile-suurte-vitriinakendega-55-8-m-aripin-3194627.html?nr=1762&search_key=990b4946b8ce620c84be3f39b36e998f
25,175,Harjumaa, Tallinn, Kesklinn,https://www.kv.ee/uurile-anda-heas-asukohas-ja-huvitavas-majas-lauak-3119274.html?nr=1763&search_key=990b4946b8ce620c84be3f39b36e998f
350,2380,Harjumaa, Tallinn, Kesklinna,https://www.kv.ee/valja-uurida-erneva-suurusega-buroo-lao-ja-tootmis-3006861.html?nr=1764&search_key=990b4946b8ce620c84be3f39b36e998f
21,174,Harjumaa, Tallinn, Kesklinn,https://www.kv.ee/uurile-anda-kesklinnas-superministeeriumi-juures-i-2987799.html?nr=1765&search_key=990b4946b8ce620c84be3f39b36e998f
99,1584,Harjumaa, Tallinn, Kesklinn,https://www.kv.ee/uurile-anda-ilus-buroo-2020-a-alguses-valmivas-par-3196014.html?nr=1766&search_key=990b4946b8ce620c84be3f39b36e998f
50,550,Harjumaa, Tallinn, Kristiine,https://www.kv.ee/uurile-anda-kahest-ruumist-koosnev-buroopind-jarve-3109428.html?nr=1767&search_key=990b4946b8ce620c84be3f39b36e998f
194,950,Lääne-Virumaa, Rakvere,,https://www.kv.ee/rentida-aripind-ruum-sobib-kontor-ja-teenidus-elam-2842805.html?nr=1768&search_key=990b4946b8ce620c84be3f39b36e998f
50,300,Harjumaa, Tallinn, Kesklinn,https://www.kv.ee/coworking-lahendusega-buroo-5-minuti-kaugusel-kesk-3079643.html?nr=1769&search_key=990b4946b8ce620c84be3f39b36e998f
103,721,Harjumaa, Tallinn, Lasnamäe,https://www.kv.ee/anname-uurile-eksklusiivses-paekivihoones-avatud-b-3191853.html?nr=1770&search_key=990b4946b8ce620c84be3f39b36e998f
489,3668,Harjumaa, Tallinn, Mustamäe,https://www.kv.ee/uurile-anda-uues-liimi-arihoones-stockoffice-ja-ka-3075667.html?nr=1771&search_key=990b4946b8ce620c84be3f39b36e998f
53,452,Harjumaa, Tallinn, Põhja-Tallinn,https://www.kv.ee/uurile-anda-renoveeritud-buroo-aktiivses-paavli-ar-3144472.html?nr=1772&search_key=990b4946b8ce620c84be3f39b36e998f
53,269,Harjumaa, Tallinn, Kristiine,https://www.kv.ee/uurile-anda-53-8-m-suurune-mitmest-ruumist-koosnev-3011267.html?nr=1773&search_key=990b4946b8ce620c84be3f39b36e998f
21,183,Tartumaa, Tartu, Tartu linn,https://www.kv.ee/hoone-valmib-2020-maikuus-seega-hetkel-on-veel-voi-3198798.html?nr=1774&search_key=990b4946b8ce620c84be3f39b36e998f
20,75,Harjumaa, Tallinn, Põhja-Tallinn,https://www.kv.ee/laoruum-sisehoovis-pumeko-aslt-sobib-asjade-materj-3183408.html?nr=1775&search_key=990b4946b8ce620c84be3f39b36e998f
135,20,Harjumaa, Tallinn, Kristiine,https://www.kv.ee/suur-saal-kristiine-keskuse-lahedal-nomme-tee-algu-2917091.html?nr=1776&search_key=990b4946b8ce620c84be3f39b36e998f
55,700,Harjumaa, Tallinn, Kesklinn,https://www.kv.ee/saadaval-alates-01-10-19-uurile-anda-2-toaline-ain-3059937.html?nr=1777&search_key=990b4946b8ce620c84be3f39b36e998f
21,350,Tartumaa, Tartu, Tartu linn,https://www.kv.ee/sobib-hasti-teeninduspinnaks-korvalkulud-hinnas-le-3192083.html?nr=1778&search_key=990b4946b8ce620c84be3f39b36e998f
75,400,Harjumaa, Tallinn, Lasnamäe,https://www.kv.ee/uurile-anda-logistiliselt-vaga-heas-kohas-ladutoot-2775125.html?nr=1779&search_key=990b4946b8ce620c84be3f39b36e998f
79,1031,Harjumaa, Tallinn, Mustamäe,https://www.kv.ee/anda-uurile-aripinnad-k3-loftoffice-tuupi-arimajas-3186041.html?nr=1780&search_key=990b4946b8ce620c84be3f39b36e998f
25,206,Harjumaa, Tallinn, Kesklinn,https://www.kv.ee/uurile-anda-kesklinnas-superministeeriumi-juures-i-2976740.html?nr=1781&search_key=990b4946b8ce620c84be3f39b36e998f
232,2305,Harjumaa, Tallinn, Kristiine,https://www.kv.ee/uurile-anda-peatselt-vabanev-eraldi-sissepaasuga-v-3089671.html?nr=1782&search_key=990b4946b8ce620c84be3f39b36e998f
25,250,Harjumaa, Keila,,https://www.kv.ee/anda-uurile-keila-raudteejaama-vahetus-laheduses-2-3108199.html?nr=1783&search_key=990b4946b8ce620c84be3f39b36e998f
23,230,Harjumaa, Rae vald, Peetri,https://www.kv.ee/uurile-anda-2018-aastal-moigu-tehnopargis-valminud-2985037.html?nr=1784&search_key=990b4946b8ce620c84be3f39b36e998f
103,878,Harjumaa, Tallinn, Kesklinn,https://www.kv.ee/uurile-anda-avar-ja-valguskullane-korge-4-5-meetri-3198911.html?nr=1785&search_key=990b4946b8ce620c84be3f39b36e998f
106,523,Harjumaa, Tallinn, Kristiine,https://www.kv.ee/antud-arihoone-on-taielikult-renoveeritud-ning-teg-3068920.html?nr=1786&search_key=990b4946b8ce620c84be3f39b36e998f
1200,3600,Ida-Virumaa, Narva,,https://www.kv.ee/idavirumaa-narva-kadastiku-57-kogupind-1200-m-1-tu-3181008.html?nr=1787&search_key=990b4946b8ce620c84be3f39b36e998f
136,1100,Harjumaa, Tallinn, Nõmme,https://www.kv.ee/anname-uurile-hea-asukohaga-aripinna-nommel-trummi-2841297.html?nr=1788&search_key=990b4946b8ce620c84be3f39b36e998f
2443,15395,Harjumaa, Rae vald, Peetri,https://www.kv.ee/2020-aasta-kevadel-valmib-laike-tee-21-ja-23-kinni-3076545.html?nr=1789&search_key=990b4946b8ce620c84be3f39b36e998f
200,1000,Harjumaa, Maardu,,https://www.kv.ee/uurile-anda-logistiliselt-hea-asukohaga-buroohoone-3091935.html?nr=1790&search_key=990b4946b8ce620c84be3f39b36e998f
